h2a_entity_name,h2a_dba_or_agent,h2a_location_type,h2a_address,h2a_lat,h2a_lon,district_office,state,workers_certified,crop_activity,employment_period,laundromat_name,laundromat_address,laundromat_lat,laundromat_lon,distance_km,laundromat_hours,laundromat_phone,source_url,confidence,location_id,h2a_case_numbers,h2a_source_url,sensitive_housing,dedupe_note,geocode_source,geocode_status,h2a_county,laundromat_id,laundromat_source,laundromat_confidence,laundromat_state_query,osm_tags,radius_km,match_rank,match_status
Kludy Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"Lat. 43.634481N,Lon.86.440896W, Shelby, MI, 49455",,,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,low,h2a_000925,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,,No_Match,OCEANA COUNTY,,,,,,8.0,,unresolved_h2a_location
Kludy Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"Lat. 43.633976N,Lon.86.440971W, Shelby, MI, 49455",,,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,low,h2a_000926,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,,No_Match,OCEANA COUNTY,,,,,,8.0,,unresolved_h2a_location
Kludy Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"Lat. 43.630821N,Lon.86.516076W, Shelby, MI, 49455",,,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,low,h2a_000927,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,,No_Match,OCEANA COUNTY,,,,,,8.0,,unresolved_h2a_location
Kludy Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"Lat. 43.641098N,Lon.86.385223W, Shelby, MI, 49455",,,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,low,h2a_000928,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,,No_Match,OCEANA COUNTY,,,,,,8.0,,unresolved_h2a_location
"Wm. Burmeister Farms, Inc.",case employer Hearty Acres LLC; POC Arturo Charles,worksite,"8071W Stone Rd., Shelby, MI, 49455",43.57011665944,-86.48086961421,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,(unnamed laundry listing),MI,43.5543957,-86.478125,1.762,,,https://www.openstreetmap.org/node/11094253384,high,h2a_000929,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,osm_node_11094253384,OpenStreetMap via Overpass API,high,MI,"{""self_service"": ""yes"", ""shop"": ""laundry""}",8.0,1,matched
DK Orchards,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"18203 8th Ave., Conklin, MI, 49403",43.10003819167,-85.808414456632,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000930,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Exact),Match,OTTAWA COUNTY,,,,,,8.0,,no_laundromat_within_radius
DK Orchards,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"43.097866, -85.820073, Wright Township, MI, 40403",43.097866,-85.820073,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000931,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,disclosed_decimal_coordinates,matched,OTTAWA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Otto Peterson Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"43.896885, -86.419347, Pere Marquette Charter Township, MI, 49431",43.896885,-86.419347,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,(unnamed laundry listing),MI,43.9519501,-86.4096309,6.172,,,https://www.openstreetmap.org/node/9870566952,high,h2a_000932,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,disclosed_decimal_coordinates,matched,MASON COUNTY,osm_node_9870566952,OpenStreetMap via Overpass API,high,MI,"{""access"": ""customers"", ""operator"": ""Poncho's Pond"", ""self_service"": ""yes"", ""shop"": ""laundry""}",8.0,1,matched
Otto Peterson Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"43.896885, -86.419347, Pere Marquette Charter Township, MI, 49431",43.896885,-86.419347,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,Ludington Laundromat,MI,43.9571283,-86.4245447,6.712,,,https://www.openstreetmap.org/way/1051985205,high,h2a_000932,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,disclosed_decimal_coordinates,matched,MASON COUNTY,osm_way_1051985205,OpenStreetMap via Overpass API,high,MI,"{""building"": ""retail"", ""name"": ""Ludington Laundromat"", ""shop"": ""laundry""}",8.0,2,matched
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"3800 E. Fillmore Rd. (43.65762,-86.180506), Hart, MI, 49420",43.65762,-86.180506,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000933,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,disclosed_decimal_coordinates,matched,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"301 S. 104th Ave. (43.636 -86.300041), Shelby, MI, 49455",43.63915276771,-86.298370507274,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000934,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"301 S. 104th Ave. (43.63588 -86.302648), Shelby, MI, 49455",43.63915276771,-86.298370507274,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000935,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"1261 N. 136th Ave. (43.66741 -86.219384), Hart, MI, 49420",43.666608112158,-86.218156503469,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000936,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"1261 N. 136th Ave. (43.66473 -86.226343), Hart, MI, 49420",43.666608112158,-86.218156503469,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000937,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"1261 N. 136th Ave. (43.66749 -86.227724), Hart, MI, 49420",43.666608112158,-86.218156503469,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000938,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"1261 N. 136th Ave.(43.66482 -86.220594), Hart, MI, 49420",43.666608112158,-86.218156503469,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000939,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"625 S. 108th Ave.(43.63319 -86.291388), Shelby, MI, 49455",43.635627986984,-86.288306262896,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000940,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"6820 N. 128th Ave.(43.76723 -86.234634), Hart, MI, 49420",43.765503049906,-86.237880753419,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000941,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"1261 N. 136th Ave.(43.67052 -86.221518), Hart, MI, 49420",43.666608112158,-86.218156503469,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000942,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"1049 N. 136th Ave. 43.65872 -86.222186, Hart, MI, 49420",43.663444179865,-86.218192591414,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000943,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
Herrygers Farms,case employer Hearty Acres LLC; POC Arturo Charles,worksite,"1049 N. 136th Ave( 43.66342 -86.222201), Hart, MI, 49420",43.663444179865,-86.218192591414,GR,MI,41,H2 Wage Rate | Specified hourly wage applicable to foreign H-2A workers employed under contract. | Picking Peaches | Pick Peaches: $12/box. The estimated hourly wage rate equivalent for this piece rate is $30 based on workers filling 2 boxes/hr on average. (9 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Zucchini | Picking Zucchini: $14/box. The estimated hourly wage rate equivalent for this piece rate is $14 based on workers filling 1 box/hr on average. (20 bushel box). Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers. | Picking Asparagus | Picking Asparagus: $0.14-16 cents/lb. The estimated hourly wage rate equivalent for this piece rate is $18 based on workers filling 100 lbs/hr on average. Guaranteed AEWR is $13.78/hour for US workers and $13.73 for H2A workers.,01-Sep-2026 to 01-Nov-2026,,,,,,,,,high,h2a_000944,JO-A-300-26169-028279,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26169-028279,False,,US Census batch geocoder (Non_Exact),Match,OCEANA COUNTY,,,,,,8.0,,no_laundromat_within_radius
